project,location,date_detected,field_of_view
ABMI Ecosystem Health 2015,1529-NW,2015-03-03T13:47:17Z,START - First Good Image in FOV
ABMI Ecosystem Health 2015,1603-SW,2015-09-10T09:40:10Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2015,1603-SW,2015-03-19T11:44:46Z,START - First Good Image in FOV
ABMI Ecosystem Health 2015,1603-NW,2015-03-19T10:19:31Z,START - First Good Image in FOV
ABMI Ecosystem Health 2015,1603-NW,2015-07-03T12:24:02Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2015,1601-SW,2015-03-17T11:02:28Z,START - First Good Image in FOV
ABMI Ecosystem Health 2015,1601-SW,2015-09-09T18:31:28Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2015,1479-NW-B,2015-06-18T10:59:59Z,START - First Good Image in FOV
ABMI Ecosystem Health 2015,1479-NW-B,2015-06-28T14:25:05Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2015,1300-SE,2015-09-16T09:56:06Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2015,1300-SE,2015-03-12T16:29:29Z,START - First Good Image in FOV
ABMI Ecosystem Health 2015,1300-NW,2015-09-16T11:21:41Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2015,1300-NW,2015-03-12T17:56:18Z,START - First Good Image in FOV
ABMI Ecosystem Health 2016,240-NW,2016-06-15T14:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,271-SW,2016-04-28T14:33:30Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,272-NE,2016-06-15T10:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,302-SW,2016-05-19T08:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,354-NE,2016-06-15T10:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,483-NE,2016-05-18T20:20:03Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,648-NE,2016-07-08T14:32:26Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1312-SE,2016-04-03T01:07:46Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1312-SW,2016-03-08T23:39:01Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1313-NW,2016-05-08T14:27:24Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1314-NE,2016-02-26T12:33:34Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1364-SW,2016-04-13T15:37:17Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1413-NE,2016-06-03T15:02:46Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1413-NE,2016-06-03T16:48:54Z,START - First Good Image in FOV
ABMI Ecosystem Health 2016,1413-NE,2016-06-08T06:54:10Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1443-SE,2016-05-08T10:44:47Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1486-NW,2016-05-21T20:30:39Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1538-SW,2016-06-11T22:10:40Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1595-SE,2016-05-26T06:50:15Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1595-SE,2016-05-26T07:46:37Z,START - First Good Image in FOV
ABMI Ecosystem Health 2016,1595-SE,2016-05-26T09:53:16Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1627B-NW,2016-05-18T12:36:54Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1629-NW,2016-06-16T07:03:13Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1629-NW,2016-06-22T07:42:43Z,START - First Good Image in FOV
ABMI Ecosystem Health 2016,1629-NW,2016-06-23T20:13:30Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1629-SE,2016-06-15T16:52:19Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1629-SE,2016-06-16T12:05:51Z,START - First Good Image in FOV
ABMI Ecosystem Health 2016,1629-SE,2016-06-17T00:28:34Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1629-SE,2016-06-17T16:36:30Z,START - First Good Image in FOV
ABMI Ecosystem Health 2016,1629-SE,2016-06-17T22:27:30Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1629-SE,2016-06-19T16:07:44Z,START - First Good Image in FOV
ABMI Ecosystem Health 2016,1629-SE,2016-06-19T20:52:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1629-SE,2016-06-30T20:38:17Z,START - First Good Image in FOV
ABMI Ecosystem Health 2016,1629-SE,2016-07-02T19:46:38Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1644-SE,2016-06-27T10:28:12Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1644-SE,2016-06-28T05:55:25Z,START - First Good Image in FOV
ABMI Ecosystem Health 2016,1644-SW,2016-06-20T21:59:19Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1645-SW,2016-05-26T16:09:55Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1652-SE,2016-03-21T19:35:27Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1652-SW,2016-04-30T13:35:20Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,OG-CITSCI-1419-31-1,2016-07-12T06:51:26Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,925-NE,2016-06-25T22:10:47Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,925-NW,2016-06-06T06:01:29Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,1644-NE,2016-06-01T23:34:17Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2016,64-NW,2016-06-02T15:45:13Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1597-NE,2017-06-23T19:36:04Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1597-SW,2017-06-28T16:15:32Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1597-SW,2017-06-28T16:18:10Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1597-SW,2017-06-28T16:19:02Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,346-NE,2017-03-03T16:42:50Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,692-SW,2017-05-24T10:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1194-NW,2017-07-05T13:56:27Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1226-SE,2017-02-17T14:54:04Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1265-SW,2017-06-04T09:42:21Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1306-SE,2017-05-11T09:42:53Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1306-SE,2017-05-11T09:43:57Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1306-SW,2017-06-18T19:29:18Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1308-SW,2017-04-05T12:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1308-SW,2017-05-26T12:04:43Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1336-SE,2017-04-06T22:58:58Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1337-SW,2017-07-12T11:58:43Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1382-SE,2017-03-28T08:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1382-SE,2017-05-13T09:42:09Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1382-SE,2017-05-24T14:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1406-SW,2017-04-04T12:29:55Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1406-SW,2017-04-04T20:15:17Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1406-SW,2017-04-06T08:41:55Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1438-NE,2017-06-29T22:40:51Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1438-NE,2017-06-29T23:08:15Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1438-NE,2017-07-04T10:20:09Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1438-NW,2017-07-04T05:45:03Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1438-NW,2017-06-30T20:56:00Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1438-NW,2017-06-30T21:27:44Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-14T13:02:15Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-17T17:20:26Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-17T18:25:15Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-17T20:03:56Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-17T20:30:07Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-18T10:34:45Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-18T10:52:28Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-18T13:50:44Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-18T14:36:46Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-18T16:29:53Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-18T19:08:14Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-18T19:26:51Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-18T20:31:57Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-19T10:49:40Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1438-SE,2017-07-19T11:23:27Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1438-SW,2017-07-02T22:39:28Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1438-SW,2017-07-11T19:04:09Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1438-SW,2017-07-19T18:11:16Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1439-NW,2017-06-02T07:42:18Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1459-SE,2017-07-13T03:29:25Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1460-NE,2017-07-22T20:39:54Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1461-NE,2017-02-19T15:48:17Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1461-NE,2017-02-19T19:22:52Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1461-NE,2017-03-03T18:17:57Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1461-NW,2017-02-17T15:51:47Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1480-SE,2017-02-21T15:45:24Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1480-SE,2017-02-21T19:16:18Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1480-SE,2017-06-19T15:16:49Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1480-SE,2017-06-23T17:38:32Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1481-SE,2017-06-12T09:10:21Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1481-SE,2017-06-08T20:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1481-SE,2017-06-20T20:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1579-NW,2017-07-11T22:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1579-NW,2017-07-12T06:58:14Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1593-SW,2017-04-07T08:20:04Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1593-SW,2017-04-11T17:09:44Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1593-SW,2017-04-21T10:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1639-NE,2017-05-05T15:32:41Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1639-NW,2017-02-13T16:39:42Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1639-NW,2017-05-09T13:21:21Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1639-NW,2017-05-10T19:25:00Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1639-SW,2017-05-10T18:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1647-NW,2017-03-21T14:34:00Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1647-NW,2017-05-22T08:52:39Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-1054-42-1,2017-07-27T05:31:20Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-EI-340-41-1,2017-08-09T13:53:08Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-EI-340-41-2,2017-08-09T12:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-EI-746-41-1,2017-04-16T13:24:55Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-EI-460-41-1,2017-08-11T11:10:27Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-697-41-2,2017-06-24T04:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-697-41-4,2017-06-28T05:11:11Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-701-41-4,2017-04-05T08:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-701-41-4,2017-05-22T11:22:47Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-701-41-4,2017-05-24T10:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-510-41-1,2017-04-09T13:22:39Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-701-41-1,2017-05-04T06:16:10Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-697-41-1,2017-05-08T20:53:51Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-1060-41-SW,2017-07-04T12:06:30Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-1060-41-NW,2017-07-22T22:00:07Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1577B-SW,2017-04-25T16:35:49Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1577B-SE,2017-07-22T10:53:35Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1577B-NW,2017-05-20T11:09:42Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1577B-NW,2017-05-20T11:11:29Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1577B-NW,2017-06-13T14:16:23Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1577B-NW,2017-05-18T17:02:17Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1577B-NW,2017-05-20T11:09:52Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1577B-NW,2017-05-20T11:10:51Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1577B-NW,2017-05-20T11:14:45Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1577B-NW,2017-05-20T12:06:32Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,1577B-NW,2017-05-20T12:07:08Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,1577B-NW,2017-05-21T20:05:55Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-926-41-2,2017-05-24T22:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-926-41-4,2017-06-25T07:33:42Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-926-41-4,2017-06-25T08:17:20Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-661-41-2,2017-04-16T08:51:36Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-1188-41-SW,2017-06-22T05:41:07Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-754-42-1,2017-03-18T16:03:58Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-636-42-1,2017-06-09T17:21:58Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-636-42-1,2017-06-09T17:23:29Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-636-42-1,2017-06-09T17:27:48Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-636-42-1,2017-06-09T17:31:02Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-636-42-1,2017-06-09T17:34:17Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-636-42-1,2017-06-09T17:35:32Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-636-42-1,2017-06-09T17:36:55Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-636-42-1,2017-06-09T17:37:07Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-636-42-1,2017-06-09T17:57:56Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-636-42-1,2017-06-09T18:00:30Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-637-47-1,2017-10-22T13:47:43Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-637-44-1,2017-10-22T13:22:07Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-637-45-1,2017-10-22T14:33:46Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-637-43-1,2017-10-22T12:45:24Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-555-41-1,2016-12-29T14:43:14Z,START - First Good Image in FOV
ABMI Ecosystem Health 2017,OG-AAC-670-44-1,2017-07-03T16:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,181-SE,2017-07-07T07:30:25Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,833-NW,2018-06-15T08:46:25Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,695-NE,2018-06-25T18:42:33Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1650-NE,2018-06-02T18:05:07Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1650-NW,2018-05-20T00:04:01Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1598-SW,2018-06-14T08:52:02Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1598-NW,2018-06-13T19:17:31Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1598-NW,2018-05-30T21:35:48Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1062-NW,2018-05-07T15:08:45Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1062-NW,2018-05-08T17:34:10Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1062-NW,2018-05-07T07:47:25Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1062-NW,2018-05-07T08:01:56Z,START - First Good Image in FOV
ABMI Ecosystem Health 2018,1062-NW,2018-05-07T16:52:28Z,START - First Good Image in FOV
ABMI Ecosystem Health 2018,1243-NE,2018-06-23T18:27:19Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1245-NE,2018-05-29T21:04:46Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1410-NE,2018-05-02T16:29:03Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1440-NE,2018-06-23T03:42:51Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1441-NE,2018-07-19T11:46:11Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1596-NW,2018-06-16T15:03:10Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1596-SW,2018-05-23T08:09:51Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1464-SW,2018-06-19T22:04:29Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,OG-ABMI-531-51-1,2018-05-28T14:06:31Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,OG-ABMI-555-53-1,2018-04-18T22:19:06Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,OG-ABMI-697-56-1,2018-06-20T14:41:10Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,38-SW,2018-05-08T14:59:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,W1360-CCL,2018-05-18T20:18:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,W1431-CL,2018-06-06T11:03:03Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,W1433-CCL,2018-04-28T14:34:15Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,W1498-CCL,2018-06-23T13:13:49Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,W1625-CCL,2018-06-15T11:05:27Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,W38-CCL,2018-05-13T16:48:25Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,W478-CCL,2018-03-09T16:59:09Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,W679-CCL,2018-04-24T15:06:05Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,W679-CCL,2018-05-01T20:58:55Z,START - First Good Image in FOV
ABMI Ecosystem Health 2018,W696-CL,2018-04-24T18:29:55Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,W742-CL,2018-05-19T10:15:50Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,W758-CL,2018-07-03T13:56:56Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,W888-CCL,2018-04-22T17:15:15Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2019,708-SE,2019-06-06T22:54:34Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2019,708-SE,2019-06-08T13:03:51Z,START - First Good Image in FOV
ABMI Ecosystem Health 2019,708-SE,2019-03-28T11:44:50Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2019,708-SE,2019-06-05T07:02:34Z,START - First Good Image in FOV
ABMI Ecosystem Health 2019,708-SE,2019-06-07T10:19:48Z,START - First Good Image in FOV
ABMI Ecosystem Health 2019,708-SE,2019-06-08T07:07:45Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2019,709-NW,2019-07-02T21:20:14Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2019,1273-SW,2019-05-21T11:17:29Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2019,1301-SW,2019-05-26T20:47:57Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2019,1329-NW,2019-03-21T15:00:00Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2019,OG-ABMI-638-61-45,2019-07-24T18:00:00Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2019,747-NE,2019-02-26T13:00:00Z,START - First Good Image in FOV
ABMI Ecosystem Health 2019,747-NE,2019-02-20T17:00:00Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2019,788-NW,2019-01-27T01:00:00Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2020,1292-NE,2020-10-01T19:30:45Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2020,1292-NE,2020-01-14T08:00:00Z,START - First Good Image in FOV
ABMI Ecosystem Health 2020,1390-SE,2020-04-15T11:00:00Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2020,1416-SW,2020-04-19T19:55:22Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2020,1414-NE,2020-05-10T12:33:42Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2020,1416-NW,2020-04-23T14:28:29Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2020,1414-SE,2020-05-12T15:24:51Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2020,1414-NW,2020-05-05T18:09:19Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2020,1391-NE,2020-06-11T21:10:45Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2020,1392-SW,2020-08-04T11:07:59Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2020,1145-NW,2020-07-20T15:30:24Z,END - Last Good Image in FOV
CMU 2017,LLB-142,2017-05-03T17:09:24Z,END - Last Good Image in FOV
CMU 2017,LLB-138,2017-09-07T17:20:01Z,END - Last Good Image in FOV
CMU 2017,CAL-82,2017-10-24T12:06:00Z,END - Last Good Image in FOV
CMU 2017,WAB-64,2017-06-19T06:26:43Z,END - Last Good Image in FOV
CMU 2017,MAC-35,2018-01-31T14:14:05Z,END - Last Good Image in FOV
CMU 2018,FMM-6,2018-09-19T10:59:59Z,START - First Good Image in FOV
CMU 2018,LLB-140,2018-09-22T14:54:18Z,START - First Good Image in FOV
CMU 2018,LLB-140,2018-08-14T13:31:07Z,END - Last Good Image in FOV
CMU 2018,LLB-145,2018-09-22T17:42:30Z,START - First Good Image in FOV
CMU 2018,LLB-145,2018-06-03T21:11:20Z,END - Last Good Image in FOV
CMU 2018,LLB-142,2018-05-02T13:05:16Z,END - Last Good Image in FOV
CMU 2018,LLB-142,2018-09-25T08:59:59Z,START - First Good Image in FOV
CMU 2018,LLB-132,2018-09-25T11:46:02Z,START - First Good Image in FOV
CMU 2018,DEW-2,2017-10-24T06:59:59Z,END - Last Good Image in FOV
CMU 2018,DEW-2,2018-09-13T12:59:59Z,START - First Good Image in FOV
CMU 2018,FMM-25,2018-08-29T02:23:38Z,END - Last Good Image in FOV
CMU 2018,LLB-128,2018-09-25T14:03:46Z,START - First Good Image in FOV
CMU 2018,CHR-113,2018-06-20T01:41:57Z,END - Last Good Image in FOV
CMU 2018,CHR-111,2019-02-19T16:59:59Z,END - Last Good Image in FOV
CMU 2018,CHR-111,2019-02-22T02:59:59Z,START - First Good Image in FOV
CMU 2018,CAL-87,2018-07-16T13:26:49Z,END - Last Good Image in FOV
CMU 2018,CAL-87,2018-09-30T10:29:18Z,START - First Good Image in FOV
CMU 2018,WAB-51,2018-05-11T15:16:57Z,END - Last Good Image in FOV
CMU 2018,WAB-72,2018-07-23T17:45:50Z,END - Last Good Image in FOV
CMU 2018,MAC-47,2018-06-08T10:59:59Z,END - Last Good Image in FOV
CMU 2018,MAC-28,2018-05-28T19:50:25Z,END - Last Good Image in FOV
CMU 2018,LRN-65,2018-09-09T18:25:41Z,START - First Good Image in FOV
CMU 2018,MCC-32,2018-05-14T12:27:31Z,END - Last Good Image in FOV
CMU 2018,MCC-32,2018-09-09T14:10:45Z,START - First Good Image in FOV
CMU 2018,MCC-34,2018-09-13T13:48:43Z,END - Last Good Image in FOV
CMU 2018,LRN-74,2018-09-10T09:59:59Z,START - First Good Image in FOV
CMU 2018,LRN-66,2018-09-07T18:59:59Z,START - First Good Image in FOV
CMU 2018,MCC-38,2018-09-20T18:59:59Z,END - Last Good Image in FOV
CMU 2018,LRN-61,2018-09-08T18:59:59Z,START - First Good Image in FOV
CMU 2018,DEW-6,2018-05-08T08:58:31Z,END - Last Good Image in FOV
CMU 2018,DEW-6,2018-09-13T10:59:59Z,START - First Good Image in FOV
CMU 2018,DEW-25,2018-08-18T17:21:36Z,END - Last Good Image in FOV
CMU 2018,DEW-22,2017-10-24T13:57:10Z,END - Last Good Image in FOV
CMU 2018,DEW-22,2018-09-13T18:59:59Z,START - First Good Image in FOV
